org,repo,score,issue_open_close_ratio,num_open_pr,pr_open_duration,num_contributors,comments_per_pr,commit_per_dev,num_releases,num_commits,issue_open_user,issue_open_duration
Velocidex,velociraptor,0.71135926,0.0,0.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
ontio,documentation,0.7113484,0.0,0.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
mzmine,mzmine2,0.7113376,0.0,0.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
fisker,blog,0.7113376,0.0,0.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
tsuyoshiwada,react-md-spinner,0.7113269,0.0,0.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
voluntarily,vly2,0.7113269,0.0,0.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
RTradeLtd,Pay,0.7113269,0.0,0.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
duongpham910,rbt_1,0.71130526,0.0,0.0,16.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
build-week-sleep-tracker-project-july,www-sleeptracker,0.71130526,0.0,0.0,16.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
montsuqi,panda,0.7112945,0.0,0.0,17.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
alibaba-fusion,next,0.7112945,0.0,0.0,17.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
willnationsdev,godot-plugin-refresher,0.71129304,0.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,33.0
dlang,phobos,0.7112837,0.0,0.0,18.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
ipfs,blog,0.7112837,0.0,0.0,18.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
RTradeLtd,krab,0.7112837,0.0,0.0,18.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
skpr,operator,0.71127284,0.0,0.0,19.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
esminc,adhoq,0.71127284,0.0,0.0,19.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Dongguage,bigtalk_about_computer,0.71127284,0.0,0.0,19.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
storyicon,grbac,0.71127284,0.0,0.0,19.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
os-autoinst,os-autoinst-distri-opensuse,0.71127284,0.0,0.0,19.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
NexesJS,NQL,0.7112621,0.0,0.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2quarius,remainder,0.7112513,0.0,0.0,21.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
NexesJS,mongo-utils,0.7112513,0.0,0.0,21.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
rjnay1984,yelpcamp-rails,0.71121055,0.0,0.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,57.0
iNZightVIT,iNZightModules,0.71120816,0.0,0.0,25.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
rpherbig,dr-scripts,0.7111865,0.0,0.0,27.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
aws,aws-sdk-php,0.7111865,0.0,0.0,27.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
wevote,WebApp,0.71116495,0.0,0.0,29.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
sugarlabs,musicblocks,0.7111635,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,98.0
projectriff,cli,0.7111326,0.0,0.0,32.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
hyperf-cloud,hyperf,0.71112525,0.0,0.0,18.0,1.0,1.0,0.0,0.0,0.0,0.0,53.0
blusewang,sqlplus,0.71111095,0.0,0.0,34.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
blusewang,pg,0.71111095,0.0,0.0,34.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
46OkuMen,romtools,0.71110016,0.0,0.0,35.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
NoobTW,tfjs-tutorials,0.7110678,0.0,0.0,38.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
fullstacktf,myment-back,0.7110042,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
MyEtherWallet,MyEtherWallet,0.7110042,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
Elskom,Els_kom_new,0.711003,0.0,0.0,44.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
apple,swift-lldb,0.7109707,0.0,0.0,47.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
tikv,tikv,0.7109707,0.0,0.0,47.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
theopenlab,labkeeper,0.7109599,0.0,0.0,48.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
tidepool-org,slack-tidebot,0.71094906,0.0,0.0,49.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
ros2,system_tests,0.7109383,0.0,0.0,50.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
ros2,rosidl_typesupport_opensplice,0.7109383,0.0,0.0,50.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
kopeio,etcd-manager,0.71091664,0.0,0.0,52.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
timmyers,pulumi-k8s-metrics-server,0.7108304,0.0,0.0,60.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
dmlc,dmlc-core,0.71077293,1.0,2.0,160.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
natario1,CameraView,0.7107397,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,229.0
census-instrumentation,opencensus-cpp,0.71069986,0.0,0.0,17.0,1.0,1.0,0.0,0.0,0.0,0.0,199.0
ehedaya,emilstabs.org,0.71069,0.0,0.0,73.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
AzureSDKAutomation,azure-sdk-for-go,0.71069,0.0,0.0,73.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
coding-eval-platform,users-service,0.7106464,0.0,0.0,25.0,1.0,1.0,0.0,0.0,0.0,0.0,188.0
dask,dask-labextension,0.71062535,0.0,0.0,79.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
buddypress,BP-REST,0.71049994,0.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,302.0
coderdojo-japan,dojopaas,0.71049577,0.0,0.0,91.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
IslasGECI,tablero,0.71049577,0.0,0.0,91.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
guardrdistro,guardr-project,0.7104023,0.0,0.0,391.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
killworm737,QrcodeInvoice,0.7103632,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
relrelb,CPPS-PCL,0.7103632,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
pupudu,window-table,0.71035725,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0
eclipse,openj9,0.71032625,0.0,1.0,46.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
micolous,metrodroid,0.7100607,0.0,0.0,1588.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0
protocolbuffers,protobuf,0.709874,0.0,0.0,145.0,1.0,1.0,0.0,0.0,0.0,0.0,13.0
OctopusDeploy,OctoTFS,0.709697,0.0,0.0,165.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
facebookresearch,habitat-sim,0.709697,0.0,0.0,165.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
edgexfoundry-holding,edgex-taf,0.7095783,0.0,0.0,176.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
kubeflow,pipelines,0.7095693,0.0,1.0,89.0,1.0,3.0,0.0,0.0,0.0,0.0,98.0
pdoc3,pdoc,0.7095685,0.0,0.0,134.0,1.0,1.0,0.0,0.0,0.0,0.0,155.0
vinodhss,DataBankRepo_Live,0.7095243,0.0,0.0,181.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
cisco,mindmeld,0.7091709,0.0,0.0,365.0,1.0,2.0,0.0,0.0,0.0,0.0,506.0
senjoeson,CordovaHelp,0.7091465,0.0,0.0,216.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
FNA-XNA,FAudio,0.70908266,0.0,0.0,374.0,1.0,2.0,0.0,0.0,0.0,0.0,503.0
dahlia-os,armadillo,0.7089306,0.0,0.0,236.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
AdobeDocs,adobeio-runtime,0.7089306,0.0,0.0,236.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
stm32-rs,stm32l0xx-hal,0.7089177,0.0,0.0,114.0,1.0,1.0,0.0,0.0,0.0,0.0,445.0
Perl5-FFI,FFI-Platypus,0.70884305,0.0,0.0,47.0,1.0,1.0,0.0,0.0,0.0,0.0,712.0
lunar-linux,moonbase-core,0.7086608,0.0,0.0,261.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Qiskit,qiskit-tutorials,0.70855606,0.0,1.0,210.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
lacolaco,shiritori,0.7085205,0.0,0.0,274.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
uqbar-project,wollok,0.70851654,0.0,0.0,67.0,1.0,1.0,0.0,0.0,0.0,0.0,749.0
byte-fe,react-model,0.70845574,0.0,0.0,280.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
conda-forge,pyqt-feedstock,0.70837843,0.0,0.0,1808.0,1.0,8.0,0.0,0.0,0.0,0.0,1873.0
Haswf,UnimelbTimetableTool,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
changeworld,azure-docs.it-it,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
jabberish,jabberish,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
leablogs,Health-Card,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
sdgdsffdsfff,QLExpress,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
changeworld,azure-docs.ja-jp,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MapleKip,MapleKip.github.io,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
theclegginator,project-3,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
zaina-hasan,zaina,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
angelu9,TravelTrek,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
harddrive1970,cgm-remote-monitor,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Pandinosaurus,imgui,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
changeworld,azure-docs.nl-nl,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
jessicakwalters,starchaser,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
khr0407,WoongJin-AI,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
adesegunadedeji,Animal-AdoptionApp,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
jennvillacis,Pong,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
jamesrgregg,edgex-go,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
keneanung,mono,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Pandinosaurus,yolov3-1,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
microsoft,Trill,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
GoogleCloudPlatform,healthcare,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
globo-technology,sic-com,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
JerBushau,omega_game,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
saferwall,saferwall,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
sudachen,go-mxnet,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Pandinosaurus,fairseq,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
aprpr66q,electron,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Pandinosaurus,models,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ANLAB-KAIST,rust-dpdk,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
lavert,new-travel-site,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
brotherlogic,godiscogs,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ichimomo,frasyr,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hotstu,faceswap,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
insanelymacdiscord,OCBuilder,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
traceon,grpc,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
brotherlogic,recordmover,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
brcrista,RecoreFX,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MediaIQ,datacollector,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
VPSReport,lamp,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bgruening,biopython,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Mattlk13,p5.js,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PhilipSterling,BlackJackApp,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
kevinXu1111,Java-Interview,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
erin-koen,mud-explorer-frontend,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
changeworld,azure-docs.es-es,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PrefectHQ,prefect,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NathanDai,haetae,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
waitkafuka,antd-nuxt-springmvc-mybatis,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stackriot,Casper,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Monsooon,react-imvc,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
malun666,vue_authority,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
scole66,ecma262,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
argsv,sarf,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
yehuio,Coot,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wilsongis,nuxt-mapper,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
lambda-x-voice-chatroom,android,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
changeworld,azure-docs.fr-fr,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
vizushu,Mod3_FINAL-_PROJ,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
p-duke,emaily-survey-app,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
qust-implements,market_wx,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hoojaoh,web-platform-tests,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
devuxd,observe.dev,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
jithendralal,GVKY,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
averhagen,classic.buffed,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
horizon02,hello-world,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
rio-lixu,git-practice,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hazard-ready,pdx-ready,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
tekintian,vue2,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
metatron-app,discovery-jupyter-r-utils,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DadTraining,Summer2019_Group2,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
fesilvajacquier,manta,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Monogramm,dolibarr,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
rosebe,domain-list-community,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
usc-isi-i2,datamart-userend,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
alcodespower,example,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
fengjixuchui,XMachOViewer,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Pandinosaurus,go,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
buschtoens,DefinitelyTyped,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
naka5419,chat-space2,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
pj520,goproxy,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bsmout,MeshCentral,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
watermyplants,BackEnd,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stackriot,rebass,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Royal-Code,NightsideDevSite,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Tencent,DCache,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
gomez-addams,tilt-brush-toolkit,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0brand,tb-updater,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
seantrane,awesome-agile,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ut-phly,phly-react,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
rmathew21,project3,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mkevenaar,chocolatey-coreteampackages,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
midoriver1,udemy-react-redux-crud-application,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
agustif,accounts,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
buschtoens,ember-apollo-client,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
rserran,lifelines,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
liuyuqin1991,polaris,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
pangeo-data,helm-chart,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anthony-alexander,Horizon,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
skiel14,project3-group7,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
sifive,wit,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
heyenyan,myBackgulf,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
changeworld,azure-docs.pt-br,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
johandenver,Algolingo,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
valyrian-poc,goldcoast-app,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
claasahl,DefinitelyTyped,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
OctopusDeploy,JiraIssueTracker,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Seemannium,ichiyasaGitSample,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
rails,rails,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
sethbergman,next.js,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bluemorgan23,rewards-program,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
iuryamicussi,Mutant.Hamburgueria,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ghost4426,tfs-web-api,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
draganescu,wordpress-develop,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
inuinana,ImageSimilarity,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
sdgdsffdsfff,MongoShake,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mika-f,mochizuki.dev,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
parse-community,parse-server,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
sdgdsffdsfff,RedisFullCheck,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
sdgdsffdsfff,RedisShake,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
keenwon,elint-preset-kw,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
final-project-yanolja,yanolja-frontend,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Mizzou-VIMAN-Lab,OnTimeSocial-sgc,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
steventam312,swift,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mark0725,tensorflow,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
gilsantosjulian,node-typescript-starter,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RicGuerra,QtQmlControls,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
GabrielJosue,InvestigacionWeb,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
lf-edge,eve,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
googleapis,gcs-resumable-upload,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
fakegit,faceswap,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
havess,daudit,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
andrescanavesi,recetas-node-back,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
chingu-voyages,v10-bears-team-02,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
cthomasw,capsule-wardrobe,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SimenB,zipkin,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
shubhamk647,BurgerBuilder,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
jessicaskim,fruit-catcher,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
willpassteam,WILLPASS,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
liudonghua123,brave-browser,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
unleashed-coding,douglos,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
liudonghua123,wexond,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
lenny-intel,edgex-go,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
treadpit,wx_calendar,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
shawroad,Algorithm,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
franklinpradocaritas,yasoma-test,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
schuti,SVVATH-D,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
GitMazzone,db-term-project,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
chingu-voyages,v10-geckos-team-02,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bennyn,benny-lernt-react,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stock-price-sentiment,backend,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
kols-forks,files-uwp,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
adamszcz,Cribbly,0.7083333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
